Component Type,Component Name,File Path
Function Component,Text,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-turbopack\src\__tests__\ReactFlightTurbopackDOMBrowser-test.js
Function Component,ClientComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-turbopack\src\__tests__\ReactFlightTurbopackDOMEdge-test.js
Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-turbopack\src\__tests__\ReactFlightTurbopackDOMEdge-test.js
Function Component,ClientComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-turbopack\src\__tests__\ReactFlightTurbopackDOMNode-test.js
Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-turbopack\src\__tests__\ReactFlightTurbopackDOMNode-test.js
Function Component,Text,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Text,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Message,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Message,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Message,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Print,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Print,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Print,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Print,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Print,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Print,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Print,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,ProfilePosts,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,ProfileGames,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Input,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Sibling,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Sibling,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Sibling,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Sibling,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Function Component,Sibling,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOM-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,Text,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,ClientOuter,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,ClientInner,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,Server,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,ClientOuter,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,ClientInner,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,Server,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,ClientOuter,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,ClientInner,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,Server,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,ProfilePosts,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,ProfileGames,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,ProfilePosts,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMBrowser-test.js
Function Component,ClientComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMEdge-test.js
Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMEdge-test.js
Function Component,Page1,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMForm-test.js
Function Component,Page2,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMForm-test.js
Function Component,action,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMForm-test.js
Function Component,ClientComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMNode-test.js
Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMNode-test.js
Function Component,ClientComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMNode-test.js
Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-server-dom-webpack\src\__tests__\ReactFlightDOMNode-test.js
